id_detalle;linea_orden;orden_id_orden;vendedor_id_vendedor;cantidad;producto_id_producto
165;3;32;48;3;5524
166;4;32;78;3;6860
167;1;32;93;3;3055
168;1;33;29;3;5330
169;3;34;30;1;1529
170;2;34;45;3;8019
171;1;34;54;3;3622
172;4;34;71;3;636
173;1;35;9;1;12
174;3;35;28;3;6554
175;4;35;39;2;1812
176;6;35;59;1;6534
177;2;35;72;1;3053
178;5;35;90;3;6674
179;2;36;4;1;9042
180;4;36;23;2;8690
181;5;36;36;3;7390
182;3;36;86;3;3946
183;1;36;92;3;8290
184;4;37;17;3;6573
185;9;37;18;2;2628
186;8;37;37;3;7755
187;1;37;55;2;4945
188;7;37;62;3;6378
189;6;37;82;2;8744
190;3;37;90;2;8142
191;5;37;94;1;9359
192;2;37;98;3;9392
193;6;38;25;2;7010
194;4;38;29;1;5386
195;2;38;39;2;4125
196;3;38;40;2;5969
197;5;38;68;1;5791
198;8;38;76;2;1127
199;1;38;99;2;8731
200;7;38;100;2;8327
201;4;39;7;3;175
202;2;39;43;2;1440
203;3;39;51;2;2471
204;1;39;55;2;6377
205;1;40;5;3;4774
206;3;40;15;2;6408
207;5;40;28;3;6303
208;2;40;47;1;588
209;4;40;49;1;2227
210;2;41;6;3;8991
211;8;41;14;3;7803
212;1;41;28;3;9527
213;3;41;33;2;3336
214;6;41;36;3;8844
215;4;41;45;2;2192
216;5;41;93;2;9499
217;7;41;94;2;1838
218;1;42;29;2;3319
219;9;42;44;2;6466
220;5;42;58;3;6539
221;3;42;64;1;6222
222;8;42;64;1;3736
223;4;42;73;2;4780
224;2;42;75;2;5608
225;7;42;77;1;8655
226;6;42;86;2;2107
227;2;43;27;2;190
228;5;43;34;3;8872
229;4;43;35;3;6015
230;3;43;48;3;91
231;1;43;75;1;5637
232;6;43;90;2;1731
233;8;44;33;1;1841
234;6;44;34;2;8657
235;5;44;44;1;9467
236;1;44;48;1;1554
237;3;44;52;3;8995
238;4;44;77;1;4759
239;7;44;79;3;7187
240;9;44;88;1;1672
241;2;44;100;2;8823
242;1;45;66;1;9470
243;3;45;68;2;4619
244;2;45;80;1;1609
245;1;46;73;2;3938
246;6;47;2;2;2010
247;9;47;7;1;3415
248;1;47;9;1;5662
249;7;47;14;1;6998
250;3;47;35;3;8140
251;5;47;50;2;357
252;8;47;62;2;8894
253;2;47;70;2;348
254;4;47;97;3;3564
255;1;48;4;1;9042
256;4;48;5;1;5912
257;2;48;37;1;7525
258;7;48;51;1;5892
259;3;48;63;1;8094
260;6;48;64;1;2442
261;5;48;68;1;1015
262;8;49;3;1;5382
263;9;49;6;2;9316
264;2;49;8;1;5871
265;4;49;31;3;8156
266;6;49;38;1;7294
267;1;49;61;1;4691
268;5;49;61;2;5266
269;7;49;77;2;2642
270;3;49;92;2;5846
271;2;50;3;1;4434
272;1;50;10;2;6800
273;3;50;96;1;7032
274;5;51;1;1;2503
275;3;51;11;3;3215
276;2;51;33;2;8525
277;7;51;43;2;8899
278;6;51;56;2;733
279;4;51;74;3;5269
280;1;51;87;3;162
281;3;52;3;2;51
282;6;52;7;1;4675
283;2;52;9;1;440
284;4;52;35;3;2929
285;1;52;54;2;3440
286;5;52;91;2;8202
287;7;52;93;2;1910
288;1;53;6;2;7114
289;2;53;57;3;929
290;3;53;86;1;8675
291;1;54;100;3;5787
292;2;55;16;1;2749
293;5;55;20;3;1734
294;1;55;51;1;9465
295;7;55;69;3;9812
296;6;55;73;1;7609
297;3;55;90;1;8098
298;4;55;96;1;7468
299;8;55;100;3;3416
300;1;56;82;1;6005
301;3;56;83;2;1370
302;2;56;100;2;813
303;2;57;12;3;3124
304;1;57;37;2;6684
305;4;58;24;2;55
306;2;58;70;1;4527
307;1;58;80;1;3993
308;5;58;82;2;1263
309;3;58;99;2;3083
310;4;59;39;1;9279
311;2;59;45;1;627
312;7;59;49;2;5395
313;3;59;60;1;5271
314;1;59;69;3;9103
315;6;59;76;3;6385
316;5;59;89;2;3880
317;2;60;18;1;3819
318;1;60;35;2;7893
319;1;61;16;3;8493
320;4;61;32;2;5025
321;9;61;32;3;8443
322;8;61;40;3;1959
323;5;61;61;1;6719
324;6;61;77;2;7560
325;2;61;81;2;7145
326;7;61;82;1;1391
327;3;61;96;2;5162
328;1;62;94;1;8885
329;2;63;31;2;2220
330;1;63;67;3;6577
331;3;63;99;3;7785
332;3;64;6;3;8326
333;2;64;41;2;6740
334;6;64;65;3;7638
335;1;64;78;1;8735
336;5;64;85;2;5905
337;4;64;93;1;7734
338;1;65;16;2;1790
339;2;65;28;2;4431
340;3;66;7;2;3988
341;8;66;21;2;4607
342;2;66;22;3;8058
343;1;66;23;1;6077
344;5;66;32;1;5997
345;6;66;54;2;9016
346;4;66;87;1;3943
347;7;66;94;3;8813
348;5;67;4;1;2932
349;3;67;37;1;4859
350;1;67;51;1;3012
351;4;67;88;1;8589
352;6;67;97;3;29
353;2;67;100;2;7495
354;7;68;23;3;8924
355;4;68;29;3;2073
356;2;68;51;3;9598
357;1;68;68;1;1755
358;3;68;78;3;1130
359;6;68;81;3;4659
360;5;68;99;3;5362
361;2;69;61;2;3472
362;1;69;62;1;6737
363;5;70;5;2;2192
364;3;70;18;2;6934
365;2;70;23;1;2687
366;4;70;39;2;2364
367;1;70;52;1;5412
368;1;71;99;3;944
369;1;72;3;2;1802
370;3;72;40;3;6831
371;2;72;79;3;4390
372;1;73;23;3;6005
373;8;74;6;1;1839
374;6;74;44;3;8979
375;7;74;56;2;398
376;5;74;58;1;206
377;2;74;69;2;4557
378;3;74;71;3;7451
379;4;74;88;1;9588
380;1;74;89;2;3132
381;3;75;31;1;5634
382;2;75;34;3;6019
383;4;75;69;3;8033
384;5;75;86;3;714
385;1;75;89;2;4090
386;5;76;21;3;8210
387;6;76;23;1;5088
388;9;76;24;1;7487
389;4;76;48;1;9287
390;2;76;57;3;9009
391;3;76;63;3;1918
392;7;76;67;1;1883
393;1;76;84;1;9169
394;8;76;98;1;6276
395;3;77;12;2;6379
396;1;77;57;3;5528
397;2;77;96;2;9578
398;9;78;13;3;6757
399;1;78;35;1;993
400;5;78;37;3;6981
401;3;78;40;3;1861
402;2;78;63;1;8011
403;7;78;72;2;1768
404;4;78;86;1;3808
405;8;78;87;3;1483
406;6;78;94;3;117
407;3;79;9;2;5458
408;2;79;17;3;4527
409;5;79;18;3;3867
410;1;79;23;1;2230
411;6;79;55;1;1742
412;8;79;72;2;9174
413;7;79;94;2;2472
414;4;79;95;3;8569
415;1;80;15;3;5019
416;3;80;39;3;6195
417;2;80;48;2;180
418;4;80;90;3;5202
419;3;81;9;1;6380
420;5;81;10;2;1382
421;4;81;38;1;2436
422;1;81;67;1;7883
423;2;81;67;2;3252
424;2;82;15;2;7452
425;1;82;46;1;132
426;2;83;20;2;2355
427;5;83;34;3;9413
428;4;83;40;2;925
429;1;83;64;3;8971
430;3;83;72;2;7395
431;2;84;8;2;3026
432;1;84;9;2;4485
433;3;84;85;2;8760
434;7;85;1;1;5765
435;2;85;12;1;5156
436;3;85;30;3;6367
437;1;85;32;2;7988
438;9;85;70;2;9242
439;4;85;72;2;8642
440;6;85;75;1;9509
441;5;85;82;1;5843
442;8;85;96;2;7872
443;3;86;60;3;5228
444;1;86;74;1;5972
445;2;86;77;2;8192
446;9;87;21;1;1542
447;8;87;56;2;3060
448;2;87;63;1;2480
449;5;87;65;3;2118
450;6;87;73;3;9397
451;7;87;76;3;7216
452;1;87;80;1;5570
453;4;87;81;2;7273
454;3;87;82;1;317
455;2;88;8;2;8547
456;1;88;23;1;8674
457;4;88;31;3;5573
458;3;88;82;3;9328
459;1;89;20;1;3078
460;2;89;80;1;2671
461;3;90;14;2;804
462;2;90;25;2;3141
463;6;90;40;1;2465
464;5;90;66;3;3277
465;1;90;97;2;2672
466;4;90;99;3;6633
467;1;91;12;1;826
468;7;92;12;3;7307
469;6;92;25;2;7473
470;5;92;46;1;356
471;1;92;48;2;1445
472;2;92;65;2;8008
473;3;92;73;2;5993
474;4;92;84;1;8905
475;1;93;10;3;3799
476;2;93;55;2;3404
477;2;94;29;1;1123
478;1;94;79;2;677
479;9;95;13;1;65
480;1;95;55;2;6683
481;4;95;58;2;7162
482;8;95;64;1;7036
483;6;95;65;2;3750
484;2;95;75;2;3554
485;7;95;90;1;8409
486;5;95;92;2;7405
487;3;95;94;2;8002
488;1;96;25;1;1692
489;3;96;87;3;3610
490;2;96;92;1;6336
491;1;97;79;1;7370
492;2;97;93;2;7650
493;2;98;35;3;6918
494;1;98;55;2;9281
495;4;99;24;2;4453
496;2;99;38;2;5798
497;3;99;46;3;142
498;1;99;70;3;4393
499;5;99;95;3;304
500;1;100;80;3;7747
501;2;101;35;3;5632
502;3;101;40;1;8731
503;4;101;59;2;7176
504;1;101;77;2;208
505;1;102;84;2;4248
506;3;103;1;3;8606
507;9;103;2;1;1443
508;2;103;39;2;7493
509;1;103;40;1;866
510;5;103;40;2;5970
511;4;103;49;2;5084
512;7;103;65;1;9745
513;8;103;69;2;3401
514;6;103;83;3;1749
515;2;104;3;3;5323
516;4;104;18;1;4325
517;1;104;88;2;5688
518;3;104;94;1;592
519;6;105;3;2;4795
520;4;105;20;1;464
521;1;105;36;2;9932
522;7;105;56;2;5586
523;3;105;68;1;1091
524;5;105;69;1;503
525;2;105;78;2;5271
526;2;106;70;1;7627
527;1;106;86;1;7939
528;5;107;1;2;4939
529;3;107;12;3;517
530;2;107;17;3;9993
531;4;107;49;2;2300
532;1;107;86;1;1429
533;3;108;11;3;7262
534;4;108;30;1;4707
535;6;108;45;3;2659
536;2;108;56;1;1433
537;5;108;64;1;9631
538;7;108;73;1;5907
539;1;108;84;1;5611
540;4;109;3;1;9066
541;3;109;8;3;7854
542;2;109;61;1;4467
543;7;109;70;2;3622
544;6;109;75;2;8194
545;1;109;90;3;2762
546;5;109;95;2;157
547;1;110;13;3;2520
548;3;110;36;3;2353
549;4;110;37;3;9409
550;5;110;68;2;2583
551;2;110;89;1;6789
552;1;111;44;2;8451
553;3;112;22;1;9567
554;2;112;28;3;8924
555;1;112;49;1;9096
556;4;113;6;1;7886
557;6;113;11;2;6561
558;1;113;20;1;1651
559;2;113;53;3;5801
560;3;113;83;3;2269
561;5;113;94;1;6412
562;2;114;2;3;5743
563;4;114;27;1;808
564;1;114;53;3;4607
565;8;114;57;3;9314
566;3;114;62;2;1225
567;7;114;64;1;7352
568;9;114;69;2;408
569;6;114;75;1;2693
570;5;114;82;1;2127
571;1;115;26;3;4353
572;2;115;47;1;5795
573;5;115;52;2;6223
574;4;115;58;3;9264
575;3;115;63;3;3818
576;6;116;14;1;9034
577;8;116;26;3;4278
578;4;116;41;1;2148
579;5;116;43;1;1194
580;3;116;45;1;2681
581;1;116;52;1;6802
582;2;116;75;3;8212
583;7;116;86;2;6576
584;3;117;19;1;1784
585;6;117;55;3;6685
586;5;117;59;2;2566
587;7;117;61;2;6482
588;4;117;79;3;2677
589;1;117;81;2;9543
590;2;117;82;3;4380
591;1;118;48;3;9195
592;3;119;2;3;1501
593;7;119;25;1;9082
594;5;119;37;3;1182
595;2;119;38;2;8323
596;1;119;44;1;4704
597;6;119;67;1;9850
598;4;119;90;1;4101
599;8;119;100;1;1586
600;1;120;14;3;3167
601;2;120;15;3;2345
602;3;120;35;1;9754
603;4;121;8;2;6305
604;2;121;37;3;7427
605;3;121;43;3;976
606;5;121;53;3;9971
607;1;121;82;2;140
608;1;122;24;1;2346
609;3;122;35;2;307
610;2;122;52;3;4284
611;2;123;25;3;6111
612;1;123;28;2;2440
613;5;123;55;1;351
614;4;123;58;2;2954
615;3;123;87;2;6021
616;1;124;25;3;6402
617;5;125;15;3;4676
618;8;125;26;3;5514
619;3;125;41;1;488
620;7;125;53;2;1143
621;4;125;59;1;2173
622;6;125;69;3;7287
623;2;125;71;3;897
624;1;125;89;1;2593
625;7;126;1;3;7968
626;6;126;2;3;6139
627;4;126;26;3;7430
628;5;126;48;2;7310
629;1;126;57;3;8846
630;8;126;62;3;6778
631;3;126;78;3;8868
632;9;126;85;3;8237
633;2;126;89;3;952
634;7;127;11;2;1003
635;3;127;25;1;4036
636;1;127;64;3;27
637;5;127;70;1;757
638;6;127;80;1;5300
639;2;127;83;2;1854
640;4;127;87;3;4006
641;8;127;87;3;9062
642;3;128;23;1;1381
643;6;128;36;2;1008
644;4;128;40;1;2000
645;5;128;48;3;5766
646;2;128;60;1;4618
647;7;128;66;1;4604
648;1;128;97;1;6273
649;5;129;18;3;7622
650;2;129;21;1;8188
651;1;129;47;2;5996
652;3;129;58;3;6456
653;4;129;77;2;5463
654;5;130;4;1;938
655;1;130;12;3;5505
656;4;130;27;3;9437
657;8;130;28;3;4180
658;7;130;34;2;3305
659;2;130;43;3;1209
660;6;130;96;2;3519
661;3;130;99;1;1961
662;5;131;26;3;7764
663;7;131;26;2;7438
664;2;131;52;3;7563
665;1;131;56;3;1471
666;8;131;61;3;155
667;6;131;91;1;4060
668;4;131;96;2;3841
669;3;131;98;2;4014
670;5;132;12;1;9309
671;2;132;22;2;4955
672;6;132;31;1;4051
673;8;132;35;2;7713
674;9;132;40;1;6798
675;4;132;43;2;634
676;3;132;52;3;5493
677;7;132;53;1;1173
678;1;132;61;1;35
679;4;133;2;2;7576
680;5;133;25;3;8302
681;3;133;39;3;6721
682;1;133;44;3;7831
683;2;133;49;3;413
684;9;134;13;1;6849
685;4;134;19;2;2477
686;1;134;21;1;2389
687;8;134;22;1;2684
688;2;134;24;1;5660
689;3;134;28;3;4259
690;7;134;76;1;1743
691;6;134;84;3;618
692;5;134;99;1;1325
693;1;135;18;2;6150
694;2;135;24;2;9513
695;5;135;35;1;3983
696;4;135;59;2;7706
697;3;135;68;2;3685
698;6;135;100;3;6217
699;2;136;23;2;4459
700;4;136;48;1;8229
701;1;136;68;1;5908
702;3;136;71;2;8799
703;7;137;2;1;741
704;3;137;7;1;6569
705;5;137;9;1;5955
706;2;137;21;3;2441
707;6;137;38;3;4888
708;4;137;64;1;2940
709;1;137;100;1;2340
710;6;138;13;1;7320
711;5;138;16;2;9892
712;4;138;23;1;7461
713;9;138;27;3;8148
714;2;138;37;1;9611
715;1;138;53;3;6802
716;3;138;53;3;4013
717;7;138;62;3;2061
718;8;138;97;2;2383
719;3;139;7;1;5197
720;2;139;30;1;2348
721;1;139;44;2;1734
722;1;140;65;1;4265
723;2;140;87;3;3070
724;8;141;27;2;5289
725;4;141;50;2;2379
726;7;141;51;3;1243
727;5;141;60;3;1992
728;6;141;68;1;6733
729;3;141;70;1;7497
730;2;141;82;3;659
731;1;141;86;3;5817
732;3;142;2;1;6848
733;5;142;24;1;1356
734;6;142;30;3;4499
735;2;142;37;1;7757
736;4;142;89;2;9804
737;1;142;90;2;7262
738;4;143;13;3;1387
739;2;143;28;1;1302
740;1;143;76;3;8198
741;5;143;95;3;6501
742;3;143;99;3;6262
743;6;143;99;3;1093
744;3;144;53;2;1972
745;2;144;60;3;5949
746;1;144;90;1;2987
747;4;144;100;1;5563
748;4;145;57;3;3607
749;3;145;59;1;2977
750;1;145;74;2;5219
751;2;145;100;2;9891
752;2;146;5;3;3169
753;5;146;17;3;7705
754;4;146;27;3;3253
755;3;146;48;2;4444
756;6;146;48;3;7266
757;1;146;88;3;1669
758;1;147;75;2;2890
759;5;148;8;1;1298
760;4;148;20;3;124
761;3;148;53;2;1266
762;2;148;73;2;6344
763;1;148;95;1;1525
764;1;149;66;2;1025
765;5;150;29;2;8808
766;1;150;52;3;8405
767;4;150;72;2;4909
768;3;150;81;1;9054
769;2;150;85;1;7810
770;3;151;16;1;5261
771;1;151;40;3;5462
772;2;151;69;2;1379
773;5;151;82;3;7143
774;4;151;93;1;7377
775;6;151;100;3;1387
776;3;152;46;1;6707
777;4;152;46;1;2594
778;5;152;62;1;6338
779;2;152;73;1;2970
780;1;152;86;2;4085
781;2;153;51;1;8817
782;1;153;72;3;1612
783;1;154;67;1;5179
784;1;155;83;3;5669
785;2;156;19;2;9958
786;8;156;21;3;6699
787;3;156;48;2;1491
788;7;156;66;3;4567
789;4;156;78;3;5641
790;5;156;84;3;2098
791;1;156;88;3;1647
792;6;156;93;2;8628
793;3;157;15;3;5674
794;4;157;41;1;4019
795;2;157;43;2;3265
796;6;157;53;1;8572
797;5;157;57;3;8685
798;7;157;68;3;7064
799;1;157;92;2;5174
800;1;158;56;3;5620
801;2;159;12;1;9496
802;1;159;92;3;1692
803;2;160;11;3;1016
804;3;160;18;2;2109
805;5;160;20;3;2223
806;4;160;58;1;8959
807;1;160;74;1;2648
808;5;161;20;3;5640
809;6;161;64;2;5761
810;2;161;65;2;5906
811;4;161;71;3;7707
812;3;161;73;2;7803
813;1;161;82;1;7841
814;2;162;64;1;5697
815;1;162;69;2;321
816;3;162;92;3;3100
817;8;163;1;3;6282
818;7;163;36;1;2764
819;3;163;52;2;5415
820;6;163;54;3;4809
821;4;163;61;1;6529
822;1;163;68;3;9588
823;5;163;80;2;9178
824;2;163;81;2;7878
825;7;164;55;3;3230
826;2;164;62;3;2493
827;1;164;80;2;1413
828;3;164;87;2;5633
829;6;164;89;3;593
830;5;164;95;2;7651
831;4;164;98;1;4913
832;3;165;2;2;250
833;9;165;12;3;3943
834;2;165;35;2;3745
835;4;165;37;2;5222
836;6;165;52;3;5423
837;7;165;82;3;8518
838;8;165;89;1;3307
839;1;165;90;2;9965
840;5;165;99;1;5032
841;1;166;55;1;2364
842;4;166;62;2;4238
843;3;166;67;2;5
844;2;166;90;2;1492
845;3;167;19;3;4337
846;5;167;43;2;8082
847;2;167;47;2;4042
848;6;167;51;1;6594
849;7;167;64;1;4530
850;1;167;74;3;8976
851;4;167;99;3;5001
852;1;168;76;1;5386
853;2;168;97;3;2802
854;1;169;45;2;6998
855;2;169;83;2;5789
856;4;170;26;1;7480
857;1;170;28;3;8961
858;5;170;62;1;5163
859;3;170;79;2;6457
860;6;170;82;2;3588
861;2;170;95;2;5692
862;5;171;25;3;1703
863;6;171;37;2;3918
864;1;171;43;3;4734
865;7;171;59;2;4220
866;8;171;61;1;900
867;3;171;68;2;2366
868;4;171;70;3;3668
869;2;171;98;1;5404
870;7;172;2;2;7334
871;3;172;8;2;6629
872;6;172;14;2;8296
873;5;172;19;3;9050
874;8;172;23;3;5865
875;1;172;24;2;365
876;9;172;45;3;358
877;4;172;83;3;1017
878;2;172;93;2;2484
879;3;173;1;1;6389
880;1;173;4;1;6340
881;2;173;79;3;9259
882;3;174;8;1;223
883;4;174;20;3;4548
884;2;174;21;2;9722
885;1;174;62;2;8150
886;5;175;3;2;7585
887;3;175;14;2;8454
888;1;175;30;3;6543
889;6;175;56;3;651
890;2;175;69;3;5544
891;4;175;79;3;8961
892;3;176;15;1;4897
893;6;176;23;3;4392
894;2;176;60;3;565
895;4;176;73;2;3498
896;5;176;81;3;1025
897;1;176;100;1;569
898;5;177;15;1;8594
899;1;177;44;1;6368
900;2;177;50;2;4333
901;3;177;66;1;5532
902;4;177;75;1;2264
903;7;177;80;3;9953
904;6;177;87;1;9960
905;1;178;36;2;9241
906;3;178;38;3;9798
907;5;178;38;1;8916
908;2;178;64;1;8354
909;8;178;65;2;5223
910;6;178;76;2;1637
911;7;178;88;3;9103
912;4;178;97;2;783
913;1;179;19;2;3871
914;4;179;49;2;2866
915;3;179;74;3;6454
916;2;179;76;2;8003
917;5;179;79;1;8478
918;1;180;50;3;455
919;4;181;35;2;5446
920;6;181;35;1;8868
921;8;181;40;2;6644
922;5;181;48;1;8944
923;1;181;54;1;2908
924;2;181;60;1;2968
925;3;181;67;3;954
926;7;181;70;3;7495
927;2;182;49;3;1020
928;3;182;57;1;305
929;1;182;63;3;2157
930;5;183;16;3;5600
931;7;183;18;1;1645
932;4;183;30;1;9887
933;8;183;32;3;1337
934;3;183;60;1;7630
935;6;183;82;2;5249
936;1;183;84;2;8730
937;2;183;90;1;867
938;3;184;33;2;9435
939;5;184;51;2;4888
940;2;184;69;1;4525
941;1;184;77;3;9464
942;4;184;79;2;1958
943;5;185;37;2;6710
944;2;185;55;2;6645
945;1;185;64;3;5313
946;3;185;78;1;993
947;4;185;88;2;4029
948;6;186;1;2;7184
949;4;186;12;1;4156
950;3;186;65;2;1709
951;2;186;81;2;273
952;5;186;84;2;9626
953;1;186;92;1;4208
954;1;187;42;2;5965
955;6;188;12;1;4058
956;4;188;14;1;9609
957;2;188;16;1;6221
958;8;188;29;1;5952
959;9;188;42;2;6910
960;7;188;56;2;7489
961;1;188;67;1;4853
962;5;188;88;2;882
963;3;188;97;2;8342
964;6;189;35;2;2969
965;8;189;38;3;9997
966;3;189;39;3;1660
967;4;189;40;1;3807
968;2;189;46;1;9607
969;7;189;58;1;222
970;1;189;64;3;5233
971;5;189;74;3;8572
972;5;190;4;2;4436
973;3;190;7;1;2779
974;4;190;50;1;3560
975;7;190;52;3;1866
976;6;190;68;3;9074
977;2;190;71;3;3435
978;1;190;93;1;2032
979;2;191;9;3;3333
980;1;191;56;2;3825
981;4;191;71;1;8103
982;5;191;73;1;3385
983;3;191;98;2;636
984;1;192;64;1;8167
985;3;192;78;2;3161
986;4;192;89;3;1481
987;2;192;90;1;1526
988;1;193;86;3;9234
989;5;194;6;2;4558
990;7;194;20;3;8672
991;2;194;21;1;4741
992;8;194;33;1;6757
993;3;194;37;1;9691
994;1;194;40;2;2351
995;4;194;42;1;3619
996;6;194;89;2;107
997;1;195;93;2;7515
998;1;196;81;3;2912
999;4;197;5;3;4619
1000;9;197;21;2;9437
1001;3;197;23;2;4266
1002;1;197;34;1;1854
1003;8;197;46;1;9946
1004;6;197;47;3;2762
1005;2;197;66;1;2330
1006;7;197;71;3;2998
1007;5;197;77;2;1078
1008;2;198;17;2;4654
1009;4;198;29;3;359
1010;1;198;57;2;1731
1011;3;198;86;1;2585
1012;3;199;62;1;3776
1013;2;199;70;3;9268
1014;1;199;76;2;3756
1015;6;200;20;1;8354
1016;2;200;24;2;8314
1017;5;200;37;2;5396
1018;1;200;65;1;6057
1019;3;200;66;1;5265
1020;4;200;93;2;2443
1021;4;201;8;2;5846
1022;2;201;9;1;1386
1023;7;201;14;2;6159
1024;5;201;39;3;3516
1025;3;201;58;2;6005
1026;1;201;61;1;204
1027;6;201;63;2;5618
1028;8;201;73;1;2713
1029;9;201;95;1;5750
1030;1;202;17;3;5518
1031;1;203;28;3;4809
1032;2;203;59;2;2313
1033;3;203;89;2;2081
1034;2;204;58;3;1370
1035;1;204;92;1;3358
1036;1;205;38;1;9744
1037;2;205;55;3;2709
1038;4;206;2;3;9705
1039;2;206;10;1;836
1040;5;206;11;1;656
1041;6;206;36;2;1076
1042;1;206;51;1;2612
1043;3;206;71;2;5065
1044;7;206;90;3;9870
1045;4;207;15;2;7320
1046;9;207;46;3;3512
1047;8;207;58;2;3930
1048;1;207;71;1;2201
1049;2;207;71;3;7206
1050;5;207;77;3;4402
1051;6;207;79;1;591
1052;3;207;86;3;2921
1053;7;207;95;1;5733
1054;2;208;47;2;9428
1055;1;208;59;3;5000
1056;3;208;59;3;7361
1057;1;209;75;2;868
1058;5;210;3;3;5570
1059;4;210;16;1;3210
1060;1;210;58;2;9418
1061;2;210;68;1;3269
1062;3;210;70;3;7974
1063;4;211;3;3;7813
1064;1;211;12;2;650
1065;5;211;32;2;1707
1066;7;211;32;2;9843
1067;2;211;74;1;4716
1068;6;211;82;1;8195
1069;3;211;92;1;9804
1070;6;212;26;2;5496
1071;1;212;28;1;7381
1072;2;212;47;2;5788
